,FM_cleanml016_faulty
MM_cleanml016_original0_GF_0.01_1,0.4881 (reliable)
MM_cleanml016_original0_LA_0.01_1,0.4359 (reliable)
MM_cleanml016_original0_NAI_0.01_1,0.4288 (reliable)
MM_cleanml016_original0_NEB_0.01_1,0.4889 (reliable)
MM_cleanml016_original0_NS_0.01_1,0.4554 (reliable)
MM_cleanml016_original0_WS_0.01_1,0.4936 (reliable)
MM_cleanml016_original1_GF_0.01_1,0.5442 (reliable)
MM_cleanml016_original1_LA_0.01_1,0.4384 (reliable)
MM_cleanml016_original1_NAI_0.01_1,0.4277 (reliable)
MM_cleanml016_original1_NEB_0.01_1,0.4227 (reliable)
MM_cleanml016_original1_NS_0.01_1,0.4922 (reliable)
MM_cleanml016_original1_WS_0.01_1,0.5108 (reliable)
MM_cleanml016_original2_GF_0.01_1,0.5061 (reliable)
MM_cleanml016_original2_LA_0.01_1,0.2235 (reliable)
MM_cleanml016_original2_NAI_0.01_1,0.4570 (reliable)
MM_cleanml016_original2_NEB_0.01_1,0.5363 (reliable)
MM_cleanml016_original2_WS_0.01_1,0.5144 (reliable)
MM_cleanml016_original3_GF_0.01_1,0.5514 (reliable)
MM_cleanml016_original3_LA_0.01_1,0.5017 (reliable)
MM_cleanml016_original3_NAI_0.01_1,0.4876 (reliable)
MM_cleanml016_original3_NEB_0.01_1,0.5325 (reliable)
MM_cleanml016_original3_NS_0.01_1,0.4450 (reliable)
MM_cleanml016_original3_WS_0.01_1,0.5535 (reliable)
MM_cleanml016_original4_GF_0.01_1,0.4717 (reliable)
MM_cleanml016_original4_LA_0.01_1,0.1907 (reliable)
MM_cleanml016_original4_NAI_0.01_1,0.4276 (reliable)
MM_cleanml016_original4_NEB_0.01_1,0.4396 (reliable)
MM_cleanml016_original4_NS_0.01_1,0.3985 (reliable)
MM_cleanml016_original4_WS_0.01_1,0.4733 (reliable)
