,FM_deeplocalize024_faulty
MM_deeplocalize024_GF_0.01_1,0.0377 (unreliable)
MM_deeplocalize024_GF_0.1_1,0.0476 (unreliable)
MM_deeplocalize024_GF_0.2_1,0.0762 (unreliable)
MM_deeplocalize024_GF_0.6_1,0.0364 (reliable)
MM_deeplocalize024_GF_1.0_1,0.1132 (unreliable)
MM_deeplocalize024_LA_0.01_1,0.0381 (unreliable)
MM_deeplocalize024_NAI_0.01_1,0.1149 (reliable)
MM_deeplocalize024_NAI_0.1_1,0.1574 (unreliable)
MM_deeplocalize024_NAI_0.2_1,0.0680 (unreliable)
MM_deeplocalize024_NEB_0.01_1,0.2583 (reliable)
MM_deeplocalize024_NEB_0.1_1,0.2727 (unreliable)
MM_deeplocalize024_NEB_0.2_1,0.0450 (reliable)
MM_deeplocalize024_NS_0.01_1,0.3250 (unreliable)
MM_deeplocalize024_NS_0.1_1,0.1569 (unreliable)
MM_deeplocalize024_NS_0.2_1,0.4595 (unreliable)
MM_deeplocalize024_NS_0.6_1,0.1316 (reliable)
MM_deeplocalize024_NS_1.0_1,0.2410 (reliable)
MM_deeplocalize024_WS_0.01_1,0.0893 (unreliable)
MM_deeplocalize024_WS_0.1_1,0.0408 (unreliable)
MM_deeplocalize024_WS_0.2_1,0.0381 (unreliable)
